,content
883,分析前臂各肌在腕关节运动中的协同和拮抗作用
884,关于脾胃虚弱 老师好！我平时有紧张焦虑容易拉肚子的表现。除此之外，一受凉或吃凉的食物也容易拉肚子。请问您我这两种表现是否都是肝脾不调呢？如果都是肝脾不调，有两种情况，一种是肝气旺盛，一种是脾胃虚弱。因为我平时没有烦躁易怒的表现，所以是不是就可以判断为脾胃虚弱呢？我之前吃过参苓白术丸，但效果不明显，您有没有其他的建议呢？谢谢您！
885,少阳头痛   老师您好！请问偏头痛所属少阳脉，取穴足临泣，经络所过主治所及，取本侧还是对侧的足临泣效果好呢？谢谢
886,肾血浆流量下降的话，毛细血管血压会下降？
887,肺经 为何肺经起于中焦
888,针灸模型   老师，有可以在家里联系扎针灸的人模具么？
889,腹股沟管浅环 求讲腹股沟管浅环的位置，形态，和通过结构
890,横切面（水平面）   横切面感觉有点抽象，腹部ct图横切面可以看到的方位是前后，左右，内侧外侧，不太理解，老师可以解释一下吗？
891,患者住院期间有哪些清洁卫生护理需求？
892,木郁土虚，土雍木郁是五行学说的什么关系？   前者是相乘，后者是相侮对吗？见肝之病，知肝传脾，理解为相乘(木旺乘土)，临床上能见到什么现象是相侮（土旺侮木）的？比如向东是大海那视频是肝木侮肺金。
893,濡养的概念和营养的区别是什么?    上节课血和津液的区别里提到血比津液多出营养的功能，津液没有营养功能
894,锁骨下静、动脉沟   老师讲到锁骨下静脉沟和锁骨下动脉沟，一前一后，但是我从其他地方看到锁骨下两条较大的血管，静脉与动脉都在第一肋骨上面，我感到很困惑，想知道静脉沟和动脉沟与静脉和动脉是什么关系
895,有的药物吸收入血液循环会与血浆蛋白结合，药物失活了吗？    与血浆蛋白结合的药物很难进去组织细胞，但最终会发挥作用，那就不能说药物失活了，只是半衰期延长了。请问老师这样理解对吗？
896,更年期    绝经后期后的12个月后是更年期？
897,古人真是就地取材无奈生法，急中生智，成就了传世绝学。
898,如何有效的辨识自己的体质   结合《中医护理基础1》上的用来辨别体质的量表，我发现不是特别准确，人对自己的评价总是很主观并且缺乏准确性。
899,脂酸是怎样进行氧化分解的
900,老师你好，有些疑问想问您   十二经脉，我们在学习的时候是不是不用背全部穴位，只背重点穴位呢
901,比如：寒邪和热邪、燥邪和湿邪，这两对非常好理解，基本类比温度和湿度。风邪和前面湿邪都不同，可以独立论。
902,内翻缝合的第二个，即连续水平襦式，最后打结怎么打？视频里没有 内翻缝合的第二个，即连续水平襦式，最后打结怎么打？视频里没有。
903,请谈谈你对基因表达调控的理解 请谈谈你对原核生物（或真核生物）基因表达调控的理解。
904,阴阳五行常见问题解答中的思考和问题  老师您好，学习了阴阳五行知识后，对中医学的基础理论有了初步的了解，后续需要更加深入的学习和理解，结合常见问题解答第三问，个人有以下理解，请您指正：1.从五行生克乘侮的关系看肝火引动心火，导致心肝火旺，属于相生关系的“母病及子”；肝火旺盛克制脾胃太过，导致肝胃不和及肝脾失调，属于相乘关系的“木旺乘土”；肝火日久，灼伤肾阴，属于相生关系的“子病及母”；肾水不足，导致心火旺盛，属于相侮关系的“水虚火侮”（这是我自己编的）。不知道这样理解是否正确？2。从虚实辩证看，老师讲“邪气盛则实，精气夺则虚”，案例中心肝火旺属于邪气盛，属于实证；脾胃肾被克或被侮，应属于虚证。而老师讲，肝胃心的病变属于实证，为什么胃的病变属于实证呢？
905,髂骨的红骨髓 老师，我想问：很多骨科手术需要植骨常常取髂骨，不影响活动是个原因，还有别的原因吗？还有髂骨的红骨髓功能大吗？
906,易化扩散   易化扩散只能顺着浓度梯度进行吗？逆着浓度梯度可不可以？
907,髋关节不是杵臼关节吗
908,关于病、证和症的理解 老师您好，通过学习绪论，基本了解了病、证和症的区别和联系，自己有些理解不知道对不对，请您指教。简单地说，我的理解：病是对证的抽象概括，证是对症的内在原因分析和概括，症是疾病的各种表象。辩证治疗，就是通过望闻问切诊察症状，分析病因找出病证，从而治疗疾病。
909,请问痛风是年老的多吗？    痛风分年龄吗？随着年龄的增长，会不会由于器官退化也会的痛风。请老师解答一下
910,走路飘，腰膝酸软，特别怕冷该如何用药呢    孙老师您好，我44岁，一级高血压，生活在桂西的百色市，夏天特别热。颈椎处特别不舒服，第四五节颈椎有增生，此外这两年腰膝酸软，不能吹空调风扇，下肢尤其是双腿踝关节处特别冷，晚上在30℃的温度下也需要穿袜子睡觉；饮食方面以宿舍为主经常吃一些坚果，基本不吃如青瓜，冬瓜，黄瓜这类的寒凉食物，有一点溏便现象。已经吃了半年的西药降压（络活喜）只是还是经常觉得头晕，走路经常有飘的感觉，个人觉得根据老师课程内容我是否应该有肾阳虚，脾虚的情况? 我目前最想解决的是特别怕冷的情况，以及走路不飘的问题。从四月初开始做艾灸，从涌泉穴灸，其他的该如何用药呢？谢谢孙老师
911,心脏瓣膜病  二尖瓣狭窄怎么没有全身乏力？而二尖瓣关闭不全是全身乏力先于肺淤血
912,大隐静脉行径的标志点有哪些？熟悉其行径、属支有何临床意义？
913,在胸小肌上、下缘各能观察到哪些结构？
914,骨度分寸法  两锁骨中线之间的距离？是6寸？
915,关于肝脾不调的问题  老师好！昨天刚学了五行学说在中医学中的运用一课，我平时就有紧张焦虑容易拉肚子的表现。除此之外，一受凉或吃凉的食物也容易拉肚子。请问您我这两种表现是否都是肝脾不调呢？如果都是肝脾不调，有两种情况，一种是肝气旺盛，一种是脾胃虚弱。因为我平时没有烦躁易怒的表现，所以是不是就可以判断为脾胃虚弱呢？我之前吃过参苓白术丸，但效果不明显，您有没有其他的建议呢？谢谢您！
916,糖尿病患者便秘应该服用什么样的药物？
917,饮食养生   病从口入、要因人因时进行饮食养生。
918,花粉过敏   孙立老师，您好！又到了春暖花开的季节了，过敏性鼻炎又开始了。现在的症状是:鼻塞、鼻痒、打喷嚏、眼干、眼胀、眼发痒、便溏。请问怎么治疗？老师，能从您那儿买药吗？很难受，谢谢老师帮助！
919,“浓度相等”是什么意思？   老师，我不明白为什么非解离型的在血液和尿液中浓度相等啊。达到平衡的意思药物在全身各处的浓度都相同吗？还是说是在细胞内外的浓度相同呢？
920,背阔肌瘫痪后会有什么症状
921,腰疼 老师您好，我就是干活或是运动完之后，就会腰疼，有时疼得坐不住，也没有其它什么症状，麻烦推荐两幅草药！
922,三、奇经八脉的主要作用？1.沟通了十二经脉之间的联系，将部位相近、功能相似的经脉联系起来，起到统摄有关经脉气血、协调阴阳的作用。 2.对十二经脉气血有着蓄积和渗灌的调节作用，若喻十二经脉如江河，奇经八脉犹如湖泊。
923,痛风急性发作时应该如何处理？
924,臂丛神经阻滞麻醉   将局部麻醉药注入臂丛周围，使其所支配的区域产生神经传导阻滞的麻醉方法称为臂丛神经阻滞麻醉，是临床上常用的麻醉方法之一。依据所学解剖知识，你认为臂丛神经阻滞麻醉应该选择在哪个部位进行？其麻醉范围如何？适合哪些部位的手术？
925,如果家中有老人或都有慢性病号，那家中的药箱就想对“重”一些。必须备上对症的、能及时缓解病症的药物。
926,关于母胎血型不合   为什么母胎血型不合有些引起死胎，而有些在出生后才表现为新生儿溶血？
927,尺泽，三阴交穴的主治作用   尺泽1.近治作用：肘臂痛2.远治作用：咳嗽，气喘，咯血，咽喉肿痛，胸满。3.特殊作用：小儿惊风，泄泻。三阴交 1.近治作用：下肢痿痹 2.远治作用：月经不调，崩漏，带下，不孕，滞产，遗精，遗尿，小便不利，疝气，腹胀，肠鸣，泄泻3.特殊作用：阴挺，阳痿以上分类是否正确，如果有错误，是哪个知识点存在误区？麻烦老师解答，谢谢！
928,常见的妇科肿瘤有哪些？有哪些可以预防呢？如何预防？  常见的妇科肿瘤有哪些（包括良性和恶性）？有哪些可以预防呢？如何预防？
929,脑卒中后康复的最佳时机是什么时间？可采取哪些康复措施？
930,血压 循环血量和血管容量都增加对收缩压和舒张压哪个影响较大？
931,症状的讲解全面具体，收获匪浅。
932,皱襞密而高，疏而低是。高低是什么意思
933,自由下肢关节有哪些连结？
934,左冠状动脉供血不足时，可以由右冠状动脉临时代偿性补充?为什么
935,股骨下端不是有内侧髁外侧髁吗，这个不是髁间隆起吗？
936,脑颅骨面颅骨的分界  请问老师～“眶上缘-外耳门上缘是脑颅骨中颅盖和颅底的分界，脑颅骨面颅骨的区分只是骨头吧，分界线应是不确定的。”这个是对的嘛？
937,大沟是什么  大沟，小沟是什么意思
938,肺炎、慢性阻塞性肺疾病和支气管哮喘患者吸氧方式和吸氧浓度   肺炎、慢性阻塞性肺疾病和支气管哮喘患者吸氧方式和吸氧浓度
939,我48岁，月经正常，容易紧张着急，脸烧灼感，睡眠不足，做梦
940,鼻旁窦炎的解剖学机制是什么？
